301507032,302382809
305879286,306759003
446425477,446671589
155790807,155979732
12633054,13056678
22600259,25623399
27848080,31750721
48573759,48785985
35349228,50897504
55421737,55638606
52227654,52577486
68185085,68375658
76604613,76804771
48626037,49075148
9054189,28841813
41220739,41502323
45117122,45897618
52057726,52250612
52745197,53108034
66609836,71077583
61081901,71080987
67540406,67989749
65298107,75908872
8465370,8664814
17301863,17462880
22309328,22431732
23398729,23880569
27621581,27796178
35970770,36120328
48306534,48492177
42393903,42533383
12022807,12255699
23489974,24235421
22201973,22374974
39222954,39421240
48917544,49086550
54069806,54461449
57498814,57636955
59445576,59596002
6864066,7143866
12855111,13085709
16390478,16612803
24157926,24371651
11012332,11153080
9548079,9713768
16516003,16721229
21528682,26087508
22967416,23096448
8148459,8399814
7759714,7987116
16815665,16984330
13542442,13738618
32862204,33006048
11734209,11977515
15300091,15571468
10897595,11145022
16057268,16218128
22809284,29063490
21245804,27919596
18795332,18976780
27580781,27825684
35460921,35767446
62436245,62755856
59697254,59843270
50204783,50429477
56432439,56634992
9841078,10041170
16930326,17080148
20385624,20917602
16739310,16881232
10461222,10623927
11913780,12131571
19109498,19314751
15478824,15604530
9633853,9827586
18063761,18245512
24868563,25084092
38738782,48271607
49825146,50024223
28066316,28468090
15226074,15357478
26782029,27094927
6752368,6962776
5733144,5892309
5252202,5420730
19176003,19314446
7125949,7579952
19923197,20136399
20620334,20762749
14690576,15028244
11387391,15628472
8399865,8518153
17888433,18116837
7299701,7507131
9810074,9951234
32473385,32658730
32928227,33075508
9763824,9934280
11027010,11373968
21854252,22003201
11487989,11632079
17402523,17648388
5870639,6014314
19368497,19500219
6333494,6508545
12597400,12827576
6077620,6460659
5959444,6163808
6594792,6733799
12141381,12430608
18415385,18643930
24144069,24303678
26116546,33993087
14388366,14688172
6999371,7220632
5466438,5685596
5239550,5401214
17236231,18393318
6327020,6499895
10686644,24928121
7052145,7240559
6071144,6207625
7003948,7934269
6371218,6508034
12742999,12906751
22210966,22674089
22964749,23120133
31863300,32048487
13012452,13148901
22610862,23904197
10364278,10496989
19405904,19631132
6025517,6207569
5171670,5327360
8087978,8264214
13684447,13843699
5191144,5543779
32709583,32856147
24999555,25144779
36938279,37112014
26939307,27489215
7633183,9204207
11666309,11858162
10062510,10525533
5950907,6219691
5746843,6045336
17100149,17268291
12379616,12632477
12027262,12262489
5770869,5928872
10551268,10852114
11201908,11357321
12667433,12824930
17340312,17470218
31513644,32129494
32480921,32733426
38549780,38676542
31808966,31937734
45477516,45632653
6272756,6493840
8552265,8751652
12443574,12625756
27976006,28144307
37700277,37832525
40040453,40182925
16026309,16155446
24375845,24505635
36442606,36666379
5420083,5597988
8941692,9281257
9648467,9794029
5401435,5556682
10556789,10854969
14438596,14699570
36163575,36293941
45813597,46051868
52964533,53148707
50066207,50576225
6604255,6943985
11985786,12167114
5721320,5945123
21283776,21472187
7204307,7426851
8571079,8795607
15800195,16056616
21434519,21693810
23969387,24149006
10858763,11081959
11361130,11512733
12781773,13311910
10487119,10761099
7377925,8715932
6813725,7017990
17972740,18155531
12620816,12793154
17710586,17863652
19262346,19484928
19997825,20130546
15395265,15525749
17264449,19234759
5615760,5792402
8723640,8896626
13399621,13571149
14710416,14831053
22101957,22400716
12444308,12597022
17703652,17835925
20197221,20410872
18355440,18547972
26451653,28849847
6671547,6851258
10372137,10654739
5774953,5963804
13828779,13998204
6846039,7035665
12090344,12373680
5605613,5818850
6248172,6853924
11304890,11466265
5568353,5836573
11329207,11482291
5523554,5809834
9386561,9526060
16339936,16553732
24660428,25280874
26668426,26878355
12891412,13122888
7701694,7905491
14609184,14739255
10222694,10443560
6847868,7243733
5202617,5369089
7832132,7963860
11561853,11778207
9843591,9981234
11586965,11713151
5052624,5214078
5080096,5244145
7988324,8236903
5329667,5497743
10042920,10763065
9985111,10148872
16297290,16541889
5119458,5306747
25309227,25588889
15281953,15431966
4999213,5200946
6123401,6427121
5057632,5212259
9483477,9655641
11502872,11664858
5650277,5852914
9000112,9159740
14385728,14568709
19858031,20054848
9423197,9771552
6291603,6569119
6056090,13158987
11275684,11412965
5998005,6159451
5570880,5765571
5336042,6140260
5168541,5342718
4955763,5107718
5191143,5411007
5423325,5645250
23296597,23496505
9542042,9656791
8355981,8488807
16482388,16688101
6926713,7265265
19671487,22461198
28525904,28723555
5232518,5389139
5669797,5819600
10399784,10689499
9476887,9660060
6218669,6599531
8076232,8226003
13480449,14458467
5433048,5584518
5586537,5745637
9176266,9300631
6645294,6842358
10875428,11016651
17606080,17802025
5532854,5780030
5246105,5467448
5233735,5375877
5020493,5179706
5866710,6043924
9010268,9143182
9152328,9376591
11630302,11784534
12137889,12342390
5200112,5367113
4800774,4975766
10534985,10676172
13278370,13771319
13576662,13707945
6182349,6339437
4892706,5036016
4914028,5063103
5019751,5188874
5420913,5628665
5211421,5449765
10959929,11147531
4918307,5782753
16555835,17038336
11859838,11987869
15786237,16039904
9752461,9916154
28789659,29161350
5652193,5855824
5807486,6035806
16852144,17104048
6407679,6597281
18057421,22610857
15957623,16077553
15740498,15961009
9904414,10092190
10814253,11045401
5450644,5617947
5694322,5899686
6154603,6490648
11363743,12314334
5920739,6121027
12333951,12466294
20391639,20611531
19402043,19587851
12058160,12204451
9985741,10139275
5585827,5829862
5225913,5396154
5752787,6034289
13289237,13530130
16427149,16908816
13269306,13416882
9808183,9948265
5263959,5481379
5216869,5475056
12009582,12181168
12039780,12567194
4911139,5096422
11079505,11218642
11050256,11300581
18667170,18809210
27200419,27327643
34644136,34877105
37470673,37948487
22967193,23119180
5751687,5936010
15231747,15374646
7988554,9030928
9570642,10459725
8726184,9794446
5520521,5681113
6933708,7125144
15914826,16101751
20124080,20377392
5923052,6112559
9019786,9151044
5705649,5914775
5491168,5694857
12767196,13017870
20518934,20674234
7087561,7232670
14354344,14533243
9320228,9550726
5338480,5560199
15221842,15379655
5560546,5759704
4973234,5117028
5502717,5699084
4962829,5113176
15760158,15925770
15473529,15591214
7471797,7670862
10798527,10925555
4691869,4832669
11406412,11592398
5673444,5866443
5113291,5679772
9801881,10088763
11881752,12127780
12178850,12321516
19513183,19636861
36690072,37202983
34218681,34575992
13078272,13206945
4907330,5068809
5177718,5341953
12151382,13513500
5307118,5495315
8251325,8369963
11049823,11291636
5193289,5856094
11668352,11863941
9384478,9515288
12988238,13378497
5701591,5914206
5397896,5581453
9695599,14937021
15730093,15914516
15191721,15375831
14815804,14993991
5440595,5610130
13202857,13428362
15964371,16097031
11244676,15591315
7099031,7255467
17303499,17687926
22203195,26844681
17559153,17682836
11581630,11792449
5275765,5485699
9067246,9299071
6327170,6632379
9738378,9878324
11775086,12636506
6580804,7142015
5378153,5556815
7847045,8498243
4972764,5139109
5511872,7666166
22996522,23273421
5492373,5662390
9702343,9962233
13135311,17273345
16206936,16330754
5583261,5801251
8857504,9015629
5381412,5502945
15345202,15834811
6810900,7020300
13585398,13720843
11694094,11911006
16056207,16204068
5264795,5445655
7837042,8050730
4820864,4968211
5130286,5302992
4912705,5080297
10528416,10739156
5519505,5658641
9923555,10058243
5187649,5373031
12594702,12789211
17958908,18226977
16088660,16309719
5961108,6183787
6806131,7145905
4799689,4943871
12578477,12758668
12885256,12997736
8721970,8849294
5025079,5236226
4745696,4871829
4958656,5101098
6763586,7528960
4883363,5084201
5180239,5349273
8109863,8286747
4844125,5007462
17401692,17549619
4816983,4960449
23109719,23263199
5406351,5558270
5238123,5461983
7318389,7603764
7169865,7864295
9307550,9483578
5959772,6078231
23426477,23541279
16290943,16473703
21948855,22069261
9989901,10139338
12411647,13121147
12014425,12227371
9136853,9334881
10656663,10777987
16848085,19000297
23324706,23443444
25464562,25589759
5668120,5911875
5347629,5492113
4783854,4904467
5004933,5167456
4711852,4820590
14356625,14483213
10317625,10443667
6470547,6639114
9180331,9386401
10151173,10295019
10018909,12099022
10734417,10857121
16978275,17175432
20668426,20784461
16670141,16865338
20793414,20944765
39650185,39865925
27079208,27250506
43693110,43893895
43187109,43288365
12056303,12282752
22227404,22709479
24116178,24273204
31543367,31791974
35004102,35259655
55036365,55216055
59705514,59919262
66278613,66694429
78880780,79694919
6112409,6421604
18753965,18894732
25168183,25298235
